Year,Semester,World region,Country,Administrative Division,Disease,Serotype/Subtype/Genotype,Animal Category,Species,Event_id,Outbreak_id,New outbreaks,Susceptible,Measuring units,Cases,Killed and disposed of,Slaughtered,Deaths,Vaccinated
2018,Jan-Jun 2018,Africa,South Africa,"Western Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Spotted eagle-owl",-,-,-,-,Animal,1,1,0,0,-
2018,Jan-Jun 2018,Africa,South Africa,"Western Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Spur-winged Goose",-,-,-,-,Animal,-,-,-,-,-
2018,Jan-Jun 2018,Africa,South Africa,"Western Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Swift tern",-,-,-,-,Animal,5984,65,0,5919,-
2018,Jul-Dec 2018,Africa,South Africa,"Eastern Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"African black oystercatcher",-,-,-,-,Animal,-,-,-,-,-
2018,Jul-Dec 2018,Africa,South Africa,"Eastern Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Cape cormorant",-,-,-,-,Animal,-,-,-,-,-
2018,Jul-Dec 2018,Africa,South Africa,"Eastern Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Swift tern",-,-,-,-,Animal,-,-,-,-,-
2018,Jul-Dec 2018,Africa,South Africa,"Gauteng","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Sacred Ibis",-,-,-,-,Animal,-,-,-,-,-
2018,Jul-Dec 2018,Africa,South Africa,"Limpopo","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Domestic,"Birds",-,-,-,-,Animal,-,-,-,-,-
2018,Jul-Dec 2018,Africa,South Africa,"Mpumalanga","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Domestic,"Birds",-,-,-,-,Animal,-,-,-,-,-
2018,Jul-Dec 2018,Africa,South Africa,"North West Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Domestic,"Birds",-,-,-,-,Animal,-,-,-,-,-
2018,Jul-Dec 2018,Africa,South Africa,"Western Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2018,Jul-Dec 2018,Africa,South Africa,"Western Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Domestic,"Birds",-,-,-,-,Animal,-,-,-,-,-
2018,Jul-Dec 2018,Africa,South Africa,"Western Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"African black oystercatcher",-,-,-,-,Animal,-,-,-,-,-
2018,Jul-Dec 2018,Africa,South Africa,"Western Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"African rock pigeon",-,-,-,-,Animal,-,-,-,-,-
2018,Jul-Dec 2018,Africa,South Africa,"Western Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Black-headed Heron",-,-,-,-,Animal,-,-,-,-,-
2018,Jul-Dec 2018,Africa,South Africa,"Western Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Blue crane",-,-,-,-,Animal,1,0,0,1,-
2018,Jul-Dec 2018,Africa,South Africa,"Western Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Cape cormorant",-,-,-,-,Animal,-,-,-,-,-
2018,Jul-Dec 2018,Africa,South Africa,"Western Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Cape gannet",-,-,-,-,Animal,-,-,-,-,-
2018,Jul-Dec 2018,Africa,South Africa,"Western Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Common Guineafowl",-,-,-,-,Animal,-,-,-,-,-
2018,Jul-Dec 2018,Africa,South Africa,"Western Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Common Tern",-,-,-,-,Animal,-,-,-,-,-
2018,Jul-Dec 2018,Africa,South Africa,"Western Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Crowned cormorant",-,-,-,-,Animal,-,-,-,-,-
2018,Jul-Dec 2018,Africa,South Africa,"Western Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Egyptian Goose",-,-,-,-,Animal,-,-,-,-,-
2018,Jul-Dec 2018,Africa,South Africa,"Western Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Grey-headed gull",-,-,-,-,Animal,-,-,-,-,-
2018,Jul-Dec 2018,Africa,South Africa,"Western Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Hartlaub's gull",-,-,-,-,Animal,-,-,-,-,-
2018,Jul-Dec 2018,Africa,South Africa,"Western Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"House Sparrow",-,-,-,-,Animal,-,-,-,-,-
2018,Jul-Dec 2018,Africa,South Africa,"Western Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Jackal Buzzard",-,-,-,-,Animal,-,-,-,-,-
2018,Jul-Dec 2018,Africa,South Africa,"Western Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Jackass Penguin",-,-,-,-,Animal,-,-,-,-,-
2018,Jul-Dec 2018,Africa,South Africa,"Western Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Laughing Dove",-,-,-,-,Animal,-,-,-,-,-
2018,Jul-Dec 2018,Africa,South Africa,"Western Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Peregrin falcon",-,-,-,-,Animal,-,-,-,-,-
2018,Jul-Dec 2018,Africa,South Africa,"Western Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Pied crow",-,-,-,-,Animal,-,-,-,-,-
2018,Jul-Dec 2018,Africa,South Africa,"Western Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Rock Pigeon (Rock Dove)",-,-,-,-,Animal,-,-,-,-,-
2018,Jul-Dec 2018,Africa,South Africa,"Western Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Sacred Ibis",-,-,-,-,Animal,-,-,-,-,-
2018,Jul-Dec 2018,Africa,South Africa,"Western Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Sandwich Tern",-,-,-,-,Animal,-,-,-,-,-
2018,Jul-Dec 2018,Africa,South Africa,"Western Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Spotted eagle-owl",-,-,-,-,Animal,-,-,-,-,-
2018,Jul-Dec 2018,Africa,South Africa,"Western Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Spur-winged Goose",-,-,-,-,Animal,-,-,-,-,-
2018,Jul-Dec 2018,Africa,South Africa,"Western Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Swift tern",-,-,-,-,Animal,-,-,-,-,-
2019,Jan-Jun 2019,Africa,South Africa,"North West Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Domestic,"Birds",-,-,-,-,Animal,-,-,-,-,-
2019,Jan-Jun 2019,Africa,South Africa,"Western Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Domestic,"Birds",-,-,-,-,Animal,-,-,-,-,-
2019,Jan-Jun 2019,Asia,China (People's Rep. of),"Liaoning","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H7N9",Domestic,"",-,-,1,-,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,China (People's Rep. of),"Liaoning","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H7N9",Wild,"Indian Peafowl",-,-,-,394,Animal,9,191,0,9,0
2019,Jul-Dec 2019,Africa,South Africa,"North West Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Domestic,"Birds",-,-,-,-,Animal,-,-,-,-,-
2019,Jul-Dec 2019,Africa,South Africa,"Northern Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,South Africa,"Northern Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","",Wild,"Egyptian Goose",-,-,-,-,Animal,12,0,0,0,-
2019,Jul-Dec 2019,Africa,South Africa,"Western Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Domestic,"Birds",-,-,-,-,Animal,-,-,-,-,-
2019,Jul-Dec 2019,Asia,China (People's Rep. of),"Liaoning","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H7N9",Wild,"Indian Peafowl",-,-,-,-,Animal,-,-,-,-,-
2019,Jul-Dec 2019,Asia,China (People's Rep. of),"Xinjiang","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N6",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Asia,China (People's Rep. of),"Xinjiang","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N6",Wild,"Mute Swan",-,-,-,75,Animal,9,-,-,9,-
2020,Jan-Jun 2020,Asia,China (People's Rep. of),"Xinjiang Uygur","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N6",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2020,Jan-Jun 2020,Asia,China (People's Rep. of),"Xinjiang Uygur","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N6",Wild,"Mute Swan",-,-,-,225,Animal,7,-,-,7,-
2020,Jan-Jun 2020,Europe,Poland,"Lubelskie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2020,Jan-Jun 2020,Europe,Poland,"Lubelskie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Northern Goshawk",-,-,-,-,Animal,1,0,0,1,-
2020,Jul-Dec 2020,Americas,United States of America,"Sacramento","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Bovine",4451,-,2,-,Animal,-,-,-,-,-
2020,Jul-Dec 2020,Asia,China (People's Rep. of),"Shanxi","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"",-,-,1,-,-,-,-,-,-,-
2020,Jul-Dec 2020,Asia,China (People's Rep. of),"Shanxi","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Mute Swan",-,-,-,4000,Animal,2,0,0,2,-
2020,Jul-Dec 2020,Europe,Poland,"Pomorskie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"",-,-,2,-,-,-,-,-,-,-
2020,Jul-Dec 2020,Europe,Poland,"Pomorskie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Greylag Goose",-,-,-,-,Animal,1,0,0,1,-
2020,Jul-Dec 2020,Europe,Poland,"Pomorskie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Whooper Swan",-,-,-,-,Animal,1,0,0,1,-
2020,Jul-Dec 2020,Europe,Poland,"Wielkopolskie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"",-,-,1,-,-,-,-,-,-,-
2020,Jul-Dec 2020,Europe,Poland,"Wielkopolskie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Bean Goose",-,-,-,-,Animal,1,0,0,1,-
2020,Jul-Dec 2020,Europe,Poland,"Zachodniopomorskie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"",-,-,1,-,-,-,-,-,-,-
2020,Jul-Dec 2020,Europe,Poland,"Zachodniopomorskie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Bean Goose",-,-,-,-,Animal,1,0,0,1,-
2021,Jan-Jun 2021,Africa,South Africa,"Eastern Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,South Africa,"Eastern Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",-,-,-,300,Animal,6,0,0,6,0
2021,Jan-Jun 2021,Africa,South Africa,"Gauteng","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Both animal categories,"",-,-,7,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,South Africa,"Gauteng","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Brown Pelican",-,-,-,-,Animal,1,-,-,1,-
2021,Jan-Jun 2021,Africa,South Africa,"Gauteng","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Egyptian Goose",-,-,-,-,Animal,3,0,0,0,0
2021,Jan-Jun 2021,Africa,South Africa,"Gauteng","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Pink-backed Pelican",-,-,-,-,Animal,1,-,-,1,-
2021,Jan-Jun 2021,Africa,South Africa,"Gauteng","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,10,0,0,5,0
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Both animal categories,"",-,-,23,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",-,-,-,110,Animal,4,0,0,4,0
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"African black oystercatcher",-,-,-,-,Animal,1,-,-,1,-
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"African fish eagle",-,-,-,-,Animal,1,0,0,1,0
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Arctic Jaeger",-,-,-,-,Animal,2,1,-,1,-
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Bank cormorant",-,-,-,-,Animal,4,-,-,3,-
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Barn Owl (Common Barn-Owl)",-,-,-,-,Animal,1,-,-,1,-
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black Swan",-,-,-,55,Animal,6,0,0,6,0
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Heron",-,-,-,-,Animal,1,-,-,1,-
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Blue crane",-,-,-,-,Animal,1,0,0,1,0
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Blue-and-yellow Macaw",-,-,-,-,Animal,1,-,-,1,-
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Brown skua",-,-,-,-,Animal,1,1,-,0,-
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Cape cormorant",-,-,-,-,Animal,233,97,-,115,-
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Egyptian Goose",-,-,-,-,Animal,2,1,0,1,0
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Great White Pelican",-,-,-,-,Animal,43,3,0,40,0
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Great-winged petrel",-,-,-,-,Animal,1,-,-,1,-
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Grey-headed gull",-,-,-,-,Animal,1,0,0,1,0
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Hartlaub's gull",-,-,-,-,Animal,20,10,0,10,0
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Jackass Penguin",-,-,-,3600,Animal,90,33,0,27,0
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Kelp Gull",-,-,-,-,Animal,13,5,0,8,0
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Sacred Ibis",-,-,-,-,Animal,16,6,0,7,0
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Sandwich Tern",-,-,-,-,Animal,1,1,-,0,-
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Secretary bird",-,-,-,-,Animal,2,0,0,2,0
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Spotted eagle-owl",-,-,-,-,Animal,4,0,0,4,0
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Spur-winged Goose",-,-,-,-,Animal,1,1,0,0,0
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Swift tern",-,-,-,-,Animal,1,1,-,0,-
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Wild turkey",-,-,-,-,Animal,1,-,-,1,-
2021,Jan-Jun 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Yellow-billed Duck",-,-,-,-,Animal,1,1,0,0,0
2021,Jan-Jun 2021,Asia,China (People's Rep. of),"Beijing","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"",-,-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Asia,China (People's Rep. of),"Beijing","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Black Swan",-,-,-,15,Animal,3,0,0,3,-
