Semester,World region,Country,Administrative Division,Disease,Serotype/Subtype/Genotype,Animal Category,Species,Measuring units,New outbreaks,Susceptible,Cases,Killed and disposed of,Deaths,Latitude,Longitude,Year
Jan-Jun 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,House Sparrow,Animal,21.0,269.6,2.4,13.4,7.2,-33.546977,20.72753,2018.0
Jan-Jun 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Jackal Buzzard,Animal,22.0,45.8,1.0,0.0,1.0,-33.546977,20.72753,2018.0
Jan-Jun 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Jackass Penguin,Animal,18.4,51.4,11.0,1.0,9.0,-33.546977,20.72753,2018.0
Jan-Jun 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Laughing Dove,Animal,21.0,269.6,2.4,13.4,7.2,-33.546977,20.72753,2018.0
Jan-Jun 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Peregrin falcon,Animal,21.0,269.6,2.4,13.4,7.2,-33.546977,20.72753,2018.0
Jan-Jun 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Pied crow,Animal,21.0,269.6,2.4,13.4,7.2,-33.546977,20.72753,2018.0
Jan-Jun 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Rock Pigeon (Rock Dove),Animal,22.0,50.0,7.0,0.0,7.0,-33.546977,20.72753,2018.0
Jan-Jun 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Sacred Ibis,Animal,21.0,269.6,2.4,13.4,7.2,-33.546977,20.72753,2018.0
Jan-Jun 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Sandwich Tern,Animal,22.0,45.8,2.0,0.0,2.0,-33.546977,20.72753,2018.0
Jan-Jun 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Spotted eagle-owl,Animal,22.0,563.8,1.0,1.0,0.0,-33.546977,20.72753,2018.0
Jan-Jun 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Spur-winged Goose,Animal,21.0,269.6,2.4,13.4,7.2,-33.546977,20.72753,2018.0
Jan-Jun 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Swift tern,Animal,18.4,4.4,5984.0,65.0,5919.0,-33.546977,20.72753,2018.0
Jul-Dec 2018,Africa,South Africa,Eastern Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,African black oystercatcher,Animal,2.2,100.0,1.8,0.4,1.4,-32.2171831,26.6386401,2018.0
Jul-Dec 2018,Africa,South Africa,Eastern Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Cape cormorant,Animal,2.2,100.0,1.8,0.4,1.4,-32.2171831,26.6386401,2018.0
Jul-Dec 2018,Africa,South Africa,Eastern Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Swift tern,Animal,2.2,100.0,1.8,0.4,1.4,-32.2171831,26.6386401,2018.0
Jul-Dec 2018,Africa,South Africa,Gauteng,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Sacred Ibis,Animal,3.0,65.6,9.8,0.2,9.2,-25.9363439,28.0813105,2018.0
Jul-Dec 2018,Africa,South Africa,Limpopo,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Domestic,Birds,Animal,3.0,231.6,11.8,0.0,4.0,-23.4735288,29.3959199,2018.0
Jul-Dec 2018,Africa,South Africa,Mpumalanga,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Domestic,Birds,Animal,3.0,97.8,1.8,0.0,0.8,-26.276849,30.1500153,2018.0
Jul-Dec 2018,Africa,South Africa,North West Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Domestic,Birds,Animal,3.0,94.6,5.0,0.0,12.2,-26.1347819,25.6546729,2018.0
Jul-Dec 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Both animal categories,unknown,-,1.0,292.6,4.0,0.4,2.0,-33.546977,20.72753,2018.0
Jul-Dec 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Domestic,Birds,Animal,21.0,269.6,2.4,13.4,7.2,-33.546977,20.72753,2018.0
Jul-Dec 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,African black oystercatcher,Animal,21.0,269.6,2.4,13.4,7.2,-33.546977,20.72753,2018.0
Jul-Dec 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,African rock pigeon,Animal,21.0,269.6,2.4,13.4,7.2,-33.546977,20.72753,2018.0
Jul-Dec 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Black-headed Heron,Animal,21.0,269.6,2.4,13.4,7.2,-33.546977,20.72753,2018.0
Jul-Dec 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Blue crane,Animal,22.0,45.8,1.0,0.0,1.0,-33.546977,20.72753,2018.0
Jul-Dec 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Cape cormorant,Animal,21.0,269.6,2.4,13.4,7.2,-33.546977,20.72753,2018.0
Jul-Dec 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Cape gannet,Animal,21.0,269.6,2.4,13.4,7.2,-33.546977,20.72753,2018.0
Jul-Dec 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Common Guineafowl,Animal,21.0,269.6,2.4,13.4,7.2,-33.546977,20.72753,2018.0
Jul-Dec 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Common Tern,Animal,21.0,269.6,2.4,13.4,7.2,-33.546977,20.72753,2018.0
Jul-Dec 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Crowned cormorant,Animal,21.0,269.6,2.4,13.4,7.2,-33.546977,20.72753,2018.0
Jul-Dec 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Egyptian Goose,Animal,21.0,269.6,2.4,13.4,7.2,-33.546977,20.72753,2018.0
Jul-Dec 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Grey-headed gull,Animal,21.0,269.6,2.4,13.4,7.2,-33.546977,20.72753,2018.0
Jul-Dec 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Hartlaub's gull,Animal,21.0,269.6,2.4,13.4,7.2,-33.546977,20.72753,2018.0
Jul-Dec 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,House Sparrow,Animal,21.0,269.6,2.4,13.4,7.2,-33.546977,20.72753,2018.0
Jul-Dec 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Jackal Buzzard,Animal,21.0,269.6,2.4,13.4,7.2,-33.546977,20.72753,2018.0
Jul-Dec 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Jackass Penguin,Animal,21.0,269.6,2.4,13.4,7.2,-33.546977,20.72753,2018.0
Jul-Dec 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Laughing Dove,Animal,21.0,269.6,2.4,13.4,7.2,-33.546977,20.72753,2018.0
Jul-Dec 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Peregrin falcon,Animal,21.0,269.6,2.4,13.4,7.2,-33.546977,20.72753,2018.0
Jul-Dec 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Pied crow,Animal,21.0,269.6,2.4,13.4,7.2,-33.546977,20.72753,2018.0
Jul-Dec 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Rock Pigeon (Rock Dove),Animal,21.0,269.6,2.4,13.4,7.2,-33.546977,20.72753,2018.0
Jul-Dec 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Sacred Ibis,Animal,21.0,269.6,2.4,13.4,7.2,-33.546977,20.72753,2018.0
Jul-Dec 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Sandwich Tern,Animal,21.0,269.6,2.4,13.4,7.2,-33.546977,20.72753,2018.0
Jul-Dec 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Spotted eagle-owl,Animal,21.0,269.6,2.4,13.4,7.2,-33.546977,20.72753,2018.0
Jul-Dec 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Spur-winged Goose,Animal,21.0,269.6,2.4,13.4,7.2,-33.546977,20.72753,2018.0
Jul-Dec 2018,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Swift tern,Animal,21.0,269.6,2.4,13.4,7.2,-33.546977,20.72753,2018.0
Jan-Jun 2019,Africa,South Africa,North West Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Domestic,Birds,Animal,1.0,94.6,11.4,10.8,11.0,-26.1347819,25.6546729,2019.0
Jan-Jun 2019,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Domestic,Birds,Animal,22.0,297.6,1199.0,0.8,1184.4,-33.546977,20.72753,2019.0
Jan-Jun 2019,Asia,China,Liaoning,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H7N9,Domestic,unknown,-,1.0,319.2,38.4,94.2,38.4,41.2374106,122.9955469,2019.0
Jan-Jun 2019,Asia,China,Liaoning,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H7N9,Wild,Indian Peafowl,Animal,1.0,394.0,9.0,191.0,9.0,41.2374106,122.9955469,2019.0
Jul-Dec 2019,Africa,South Africa,North West Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Domestic,Birds,Animal,1.0,94.6,11.4,10.8,11.0,-26.1347819,25.6546729,2019.0
Jul-Dec 2019,Africa,South Africa,Northern Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),unknown,Both animal categories,unknown,-,1.0,5881.6,9.6,0.8,1.8,-29.573402,21.2051361,2019.0
Jul-Dec 2019,Africa,South Africa,Northern Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),unknown,Wild,Egyptian Goose,Animal,15.6,58.4,12.0,0.0,0.0,-29.573402,21.2051361,2019.0
Jul-Dec 2019,Africa,South Africa,Western Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Domestic,Birds,Animal,22.0,297.6,1199.0,0.8,1184.4,-33.546977,20.72753,2019.0
Jul-Dec 2019,Asia,China,Liaoning,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H7N9,Wild,Indian Peafowl,Animal,1.0,319.2,38.4,94.2,38.4,41.2374106,122.9955469,2019.0
Jul-Dec 2019,Asia,China,Xinjiang,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N6,Both animal categories,unknown,-,1.0,1006.4,1137.8,0.0,1137.8,42.4804953,85.4633464,2019.0
Jul-Dec 2019,Asia,China,Xinjiang,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N6,Wild,Mute Swan,Animal,1.4,75.0,9.0,0.0,9.0,42.4804953,85.4633464,2019.0
Jan-Jun 2020,Asia,China,Xinjiang Uygur,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N6,Both animal categories,unknown,-,2.0,1006.4,1137.8,0.0,1137.8,42.4804953,85.4633464,2020.0
Jan-Jun 2020,Asia,China,Xinjiang Uygur,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N6,Wild,Mute Swan,Animal,1.4,225.0,7.0,35.8,7.0,42.4804953,85.4633464,2020.0
Jan-Jun 2020,Europe,Poland,Lubelskie,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Both animal categories,unknown,-,1.0,44.0,2.2,0.0,2.2,50.9358672,22.8307732,2020.0
Jan-Jun 2020,Europe,Poland,Lubelskie,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Northern Goshawk,Animal,4.2,4.2,1.0,0.0,1.0,50.9358672,22.8307732,2020.0
Jul-Dec 2020,Americas,United States of America,Sacramento,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Bovine,Animal,2.0,30.2,1.0,13.0,12.4,38.5810606,-121.493895,2020.0
Jul-Dec 2020,Asia,China,Shanxi,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,unknown,-,1.0,1045.0,877.6,0.0,881.6,37.0,112.0,2020.0
Jul-Dec 2020,Asia,China,Shanxi,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Mute Swan,Animal,1.0,4000.0,2.0,0.0,2.0,37.0,112.0,2020.0
Jul-Dec 2020,Europe,Poland,Pomorskie,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,unknown,-,2.0,4.2,10.8,0.0,10.8,54.24556,18.1099,2020.0
Jul-Dec 2020,Europe,Poland,Pomorskie,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Greylag Goose,Animal,6.6,5.8,1.0,0.0,1.0,54.24556,18.1099,2020.0
Jul-Dec 2020,Europe,Poland,Pomorskie,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Whooper Swan,Animal,6.6,5.8,1.0,0.0,1.0,54.24556,18.1099,2020.0
Jul-Dec 2020,Europe,Poland,Wielkopolskie,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,unknown,-,1.0,4.2,3.2,0.0,1.4,52.1458506,17.397672,2020.0
Jul-Dec 2020,Europe,Poland,Wielkopolskie,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Bean Goose,Animal,5.2,5.8,1.0,0.0,1.0,52.1458506,17.397672,2020.0
Jul-Dec 2020,Europe,Poland,Zachodniopomorskie,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,unknown,-,1.0,3.2,9.4,0.0,9.4,53.5450793,15.5661586,2020.0
Jul-Dec 2020,Europe,Poland,Zachodniopomorskie,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Bean Goose,Animal,3.8,3.0,1.0,0.0,1.0,53.5450793,15.5661586,2020.0
Jan-Jun 2021,Africa,South Africa,Eastern Cape,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Both animal categories,unknown,-,1.0,116.2,2.4,0.2,1.6,-32.2171831,26.6386401,2021.0
Jan-Jun 2021,Africa,South Africa,Eastern Cape,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.6,300.0,6.0,0.0,6.0,-32.2171831,26.6386401,2021.0
Jan-Jun 2021,Africa,South Africa,Gauteng,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Both animal categories,unknown,-,7.0,301.6,3.2,0.2,1.6,-25.9363439,28.0813105,2021.0
Jan-Jun 2021,Africa,South Africa,Gauteng,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Brown Pelican,Animal,3.4,187.8,1.0,0.2,1.0,-25.9363439,28.0813105,2021.0
Jan-Jun 2021,Africa,South Africa,Gauteng,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Egyptian Goose,Animal,3.4,187.8,3.0,0.0,0.0,-25.9363439,28.0813105,2021.0
Jan-Jun 2021,Africa,South Africa,Gauteng,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Pink-backed Pelican,Animal,3.4,187.8,1.0,0.2,1.0,-25.9363439,28.0813105,2021.0
Jan-Jun 2021,Africa,South Africa,Gauteng,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Wildlife (species unspecified),Animal,3.4,111.8,10.0,0.0,5.0,-25.9363439,28.0813105,2021.0
Jan-Jun 2021,Africa,South Africa,Western Cape,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Both animal categories,unknown,-,23.0,8310.0,2.0,321.6,9.2,-33.546977,20.72753,2021.0
Jan-Jun 2021,Africa,South Africa,Western Cape,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,9.2,110.0,4.0,0.0,4.0,-33.546977,20.72753,2021.0
Jan-Jun 2021,Africa,South Africa,Western Cape,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,African black oystercatcher,Animal,9.2,575.8,1.0,0.2,1.0,-33.546977,20.72753,2021.0
Jan-Jun 2021,Africa,South Africa,Western Cape,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,African fish eagle,Animal,9.2,575.8,1.0,0.0,1.0,-33.546977,20.72753,2021.0
Jan-Jun 2021,Africa,South Africa,Western Cape,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Arctic Jaeger,Animal,9.2,575.8,2.0,1.0,1.0,-33.546977,20.72753,2021.0
Jan-Jun 2021,Africa,South Africa,Western Cape,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Bank cormorant,Animal,9.2,598.2,4.0,0.8,3.0,-33.546977,20.72753,2021.0
Jan-Jun 2021,Africa,South Africa,Western Cape,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Barn Owl (Common Barn-Owl),Animal,9.2,575.8,1.0,0.2,1.0,-33.546977,20.72753,2021.0
Jan-Jun 2021,Africa,South Africa,Western Cape,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Black Swan,Animal,9.2,55.0,6.0,0.0,6.0,-33.546977,20.72753,2021.0
Jan-Jun 2021,Africa,South Africa,Western Cape,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Black-headed Heron,Animal,9.2,575.8,1.0,0.2,1.0,-33.546977,20.72753,2021.0
Jan-Jun 2021,Africa,South Africa,Western Cape,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Blue crane,Animal,9.2,575.8,1.0,0.0,1.0,-33.546977,20.72753,2021.0
